slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement_type,history,event_date,landslide,label
MIZ/SER/84A12/2025/028,Mizoram,Serchhip,Serchhip Slope Failure (MIZ/SER/84A12/2025/028),Buangpui,23.237356,92.744978,Earth/Soil,Slide,05 June 2025,2025-06-05,1,1
MIZ/LUN/84A12/2025/030,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/030),Aizawl-Thenzawl-Lunglei SH,23.230114,92.740067,Earth/Soil,Slide,02 June 2025,2025-06-02,1,1
MIZ/LUN/84A12/2025/031,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/031),2 kms north of Kanghmun S,23.229731,92.73968,Earth/Soil,Slide,24 May 2025,2025-05-24,1,1
MIZ/LUN/84A12/2025/032,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/032),Outside Kanghmun S,23.226843,92.740266,Earth/Soil,Slide,02 June 2025,2025-06-02,1,1
MIZ/LUN/84A12/2025/033,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/033),Kanghmun S,23.225357,92.74039,Earth/Soil,Slide,06 June 2025,2025-06-06,1,1
MIZ/LUN/84A12/2025/037,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/037),Outside Kanghmun S Aizawl- Thenzawl-Lunglei SH,23.204595,92.73861,Debris,Slide,3 June 2025,2025-06-03,1,1
MIZ/LUN/84A12/2025/044,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/044),South of Kanghmun S,23.201335,92.734857,Rock,Slide,02 June 2025,2025-06-02,1,1
MIZ/LUN/84A12/2025/045,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/045),South of Kanghmun S,23.201614,92.734453,Rock,Slide,02 June 2025,2025-06-02,1,1
MIZ/LUN/84A12/2025/046,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/046),South of Kanghmun S,23.201759,92.734328,Rock,Slide,02 June 2025,2025-06-02,1,1
MIZ/LUN/84A12/2025/048,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/048),"Between Kanghmun S to Ramlaitui, Aizawl-Thenzawl- Lunglei SH",23.199924,92.73481,Earth/Soil,Slide,02 June 2025,2025-06-02,1,1
MIZ/LUN/84A12/2025/052,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/052),"North of Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.197825,92.73502,Debris,Slide,15 June 2025,2025-06-15,1,1
MIZ/LUN/84A12/2025/055,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/055),"North of Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.193237,92.734819,Debris,Slide,02 June 2025,2025-06-02,1,1
MIZ/LUN/84A12/2025/056,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/056),"North of Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.191775,92.734778,Debris,Slide,06 June 2025,2025-06-06,1,1
MIZ/LUN/84A12/2025/057,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/057),"North of Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.191747,92.73459,Debris,Slide,02 June 2025,2025-06-02,1,1
MIZ/LUN/84A12/2025/064,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/064),"Outside Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.188245,92.734327,Rock,Slide,02 June 2025,2025-06-02,1,1
MIZ/LUN/84A12/2025/066,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/066),"Outside Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.18675,92.735178,Debris,Slide,02 June 2025,2025-06-02,1,1
MIZ/LUN/84A12/2025/067,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/067),"Outside Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.186501,92.735632,Rock,Slide,13 September 2025,2025-09-13,1,1
MIZ/LUN/84A12/2025/068,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/068),"Outside Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.186296,92.7356,Debris,Slide,13 September 2025,2025-09-13,1,1
MIZ/LUN/84A12/2025/069,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/069),"Outside Ramlaitui, Aizawl- Thenzawl-Lunglei SH",23.186133,92.735682,Debris,Slide,13 September 2025,2025-09-13,1,1
MIZ/LUN/84A12/2025/070,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/070),Outside Ramlaitui,23.184091,92.738895,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUN/84A12/2025/084,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/084),Aizawl-Thenzawl-Lunglei SH outside Ramlaitui,23.174341,92.740855,Debris,Slide,13 September 2025,2025-09-13,1,1
MIZ/LUN/84A12/2025/093,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/093),South of Ramlaitui,23.164812,92.743396,Debris,Flow,02 June 2025,2025-06-02,1,1
MIZ/LUN/84A12/2025/105,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/105),"Aizawl-Thenzawl-Lunglei SH, Ramlaitui to Sekhum",23.152289,92.746243,Debris,Slide,30 May 2025,2025-05-30,1,1
MIZ/LUN/84A12/2025/114,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/114),"Aizawl-Thenzawl-Lunglei SH, Ramlaitui to Sekhum",23.147798,92.749742,Debris,Slide,13 September 2025,2025-09-13,1,1
MIZ/LUN/84A16/2025/115,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A16/2025/115),"Aizawl-Thenzawl-Lunglei SH, Ramlaitui to Sekhum",23.144687,92.750609,Debris,Slide,06 June 2025,2025-06-06,1,1
MIZ/LUN/84A16/2025/119,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A16/2025/119),Sekhum,23.141474,92.750577,Debris,Slide,29 May 2025,2025-05-29,1,1
MIZ/LUN/84A16/2025/121,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A16/2025/121),Sekhum,23.139887,92.751646,Debris,Slide,30 May 2025,2025-05-30,1,1
MIZ/LUN/84A12/2025/128,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/128),Aizawl-Thenzawl-Lunglei SH Sekhum to N. Mualthuam,23.134961,92.747843,Debris,Flow,30 May 2025,2025-05-30,1,1
MIZ/LUN/84A12/2025/133,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/133),Aizawl-Thenzawl-Lunglei SH Sekhum to N. Mualthuam,23.131999,92.744413,Earth/Soil,Slide,13 September 2025,2025-09-13,1,1
MIZ/LUN/84A12/2025/150,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/150),Mualthuam N,23.11239,92.745417,Earth/Soil,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUN/84A12/2025/152,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/152),"Aizawl-Thenzawl-Lunglei SH, Mualthuam N Venghnuai",23.113126,92.74564,Earth/Soil,Slide,02 June 2025,2025-06-02,1,1
MIZ/LUN/84A12/2025/154,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/154),"Aizawl-Thenzawl-Lunglei SH, Mualthuam N Venghnuai",23.108018,92.746279,Earth/Soil,Slide,30 May 2025,2025-05-30,1,1
MIZ/LUN/84A12/2025/155,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/155),Mualthuam N,23.10565,92.745979,Debris,Slide,30 May 2025,2025-05-30,1,1
MIZ/LUN/84A12/2025/157,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A12/2025/157),Mualthuam N,23.104623,92.747711,Debris,Flow,1 June 2025,2025-06-01,1,1
MIZ/LUN/84A16/2025/161,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A16/2025/161),"Aizawl-Thenzawl-Lunglei SH, south of Mualthuam N",23.100785,92.751508,Earth/Soil,Slide,30 May 2025,2025-05-30,1,1
MIZ/LUN/84A16/2025/162,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A16/2025/162),"Aizawl-Thenzawl-Lunglei SH, south of Mualthuam N",23.099615,92.752199,Earth/Soil,Slide,06 June 2025,2025-06-06,1,1
MIZ/LUN/84A16/2025/164,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A16/2025/164),"Aizawl-Thenzawl-Lunglei SH, Near MPWD milestone 6kms to Haulawng",23.09459,92.753733,Earth/Soil,Flow,13 September 2025,2025-09-13,1,1
MIZ/LUN/84A16/2025/165,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A16/2025/165),"Below Aizawl-Thenzawl-Lunglei SH, Mualthuam N to Saichhoh",23.092076,92.752286,Earth/Soil,Slide,13 September 2025,2025-09-13,1,1
MIZ/LUN/84A16/2025/175,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A16/2025/175),"Aizawl-Thenzawl-Lunglei SH, Saichhoh",23.074255,92.76222,Debris,Slide,01 June 2025,2025-06-01,1,1
MIZ/LUN/84A16/2025/177,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A16/2025/177),"Aizawl-Thenzawl-Lunglei SH, Saichhoh to Haulawng",23.069585,92.765797,Debris,Slide,31 May 2025,2025-05-31,1,1
MIZ/LUN/84A16/2025/178,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A16/2025/178),"Aizawl-Thenzawl-Lunglei SH, Saichhoh to Haulawng",23.067473,92.767201,Earth/Soil,Slide,30 May 2025,2025-05-30,1,1
MIZ/LUN/84A16/2025/181,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A16/2025/181),"Aizawl-Thenzawl-Lunglei SH, Saichhoh to Haulawng",23.063838,92.769004,Debris,Slide,15 June 2025,2025-06-15,1,1
MIZ/LUN/84A16/2025/182,Mizoram,Lunglei,Lunglei Slope Failure (MIZ/LUN/84A16/2025/182),"Aizawl-Thenzawl-Lunglei SH, Saichhoh to Haulawng",23.061745,92.770105,Debris,Slide,30 May 2025,2025-05-30,1,1
NAG/KOH/83K02/2008/F-3A,Nagaland,Kohima,PR Hills slide,,25.66083,94.10278,Debris,Fall,02 August 2008,2008-08-02,1,1
NAG/KOH/83K02/2008/F-3B,Nagaland,Kohima,Officer Hill/ Naga Hospital Colony slide,,25.66667,94.10972,Debris,Slide,12 August 2007,2007-08-12,1,1
NAG/KOH/83K02/2008/F-4(A),Nagaland,Kohima,New Market slide,,25.66917,94.10722,Debris,Slide,16 August 2008,2008-08-16,1,1
NL/KOH/83K02/2014/04,Nagaland,Kohima,Meriema,National Highway (NH)- 61,25.71611,94.08883,Debris,Flow,03 July 2013,2013-07-03,1,1
NL/KOH/83G14/2014/15,Nagaland,Kohima,Piphema Peducha,NH-29,25.74697,93.98167,Rock-cum-Debris,Slide,08 September 2013,2013-09-08,1,1
NL/DIM/83G13/2014/02,Nagaland,Dimapur,Kukidolong-2,NH 29,25.76939,93.80278,Earth/Soil,Slide,16 July 2013,2013-07-16,1,1
NL/DIM/83G13/2014/01,Nagaland,Dimapur,Kukidolong-1,NH 29,25.78417,93.80028,Earth/Soil,Slide,16 July 2013,2013-07-16,1,1
NAG/KIPH/83K13/2009/F-8,Nagaland,Tuensang,Mission compound slide,,25.88667,94.78639,Debris,Flow,21 June 2009,2009-06-21,1,1
NAG/KIPH/83K13/2009/F-7,Nagaland,Tuensang,Kesunisiki slide,,25.9,94.78917,Debris,Slide,21 June 2009,2009-06-21,1,1
NL/WKH/83J04/2021/01,Nagaland,Wokha,E-Khel slide,,26.10694722,94.25328889,Earth/Soil,Slide,18 September 2021,2021-09-18,1,1
NAG/TUE/83J15/2009/F-14,Nagaland,Tuensang,Ajang (Bhumbak Village),,26.34417,94.83333,Debris,Slide,20 June 2009,2009-06-20,1,1
NAG/TUE/83J15/2009/F-13,Nagaland,Tuensang,Ajang (Bhumbak Village),,26.36083,94.84,Rock,Fall,04 June 2009,2009-06-04,1,1
NAG/TUE/83J15/2009/F-12,Nagaland,Tuensang,Washomung (Bhumbak Village) slide,,26.37639,94.84056,Debris,Slide,20 June 2009,2009-06-20,1,1
NAG/TUE/83J15/2009/F-10,Nagaland,Tuensang,Yangpi Village slide,,26.38778,94.82583,Rock,Slide,27 July 2009,2009-07-27,1,1
NAG/TUE/83J15/2009/F-11,Nagaland,Tuensang,Noksen-Tuengsang road slide,,26.38778,94.82583,Debris,Slide,20 August 2009,2009-08-20,1,1
NL/MON/83J15/2014/08,Nagaland,Mon,Shamnyu slide,State Highway (Tobu to Mon road),26.39094,94.94406,Rock-cum-Debris,Flow,16 August 2013,2013-08-16,1,1
NL/MON/83J15/2014/09,Nagaland,Mon,Shense slide,State Highway (Tobu to Mon road),26.39936,94.94553,Debris,Flow,17 August 2023,2023-08-17,1,1
NL/MON/83J15/2014/11,Nagaland,Mon,Chaklangsho-2,State Highway (Tobu to Mon road),26.40908,94.96308,Rock-cum-Debris,Slide,17 August 2013,2013-08-17,1,1
NL/MON/83J15/2014/12,Nagaland,Mon,Telangsao slide,State Highway (Tobu to Mon road),26.41931,94.97369,Debris,Slide,18 August 2013,2013-08-18,1,1
3211,Nagaland,Chumoukedima,Chumoukedima Slope Failure (3211),,25.7802266,93.936165,Debris,Flow,03 September 2024,2024-09-03,1,1
3212,Nagaland,Chumoukedima,Chumoukedima Slope Failure (3212),,25.7746019,93.9148756,Debris,Slide,03 September 2024,2024-09-03,1,1
3310,Nagaland,Tseminyu,Tseminyu Slope Failure (3310),,25.8816564,94.1902346,Rock,Fall,19 January 2025,2025-01-19,1,1
3380,Nagaland,Mokokchung,Mokokchung Slope Failure (3380),,26.4231373,94.3822611,Earth/Soil,Slide,07 July 2025,2025-07-07,1,1
3375,Nagaland,Kohima,Kohima Slope Failure (3375),,25.623067,94.114196,Debris,Slide,07 July 2025,2025-07-07,1,1
3379,Nagaland,Mokokchung,Mokokchung Slope Failure (3379),,26.4527822,94.375268,Earth/Soil,Slide,08 July 2025,2025-07-08,1,1
3381,Nagaland,Mokokchung,Mokokchung Slope Failure (3381),,26.4219453,94.3854377,Rock,Fall,07 July 2025,2025-07-07,1,1
3382,Nagaland,Mokokchung,Mokokchung Slope Failure (3382),,26.4242282,94.3924136,Rock,Fall,05 July 2025,2025-07-05,1,1
3383,Nagaland,Mokokchung,Mokokchung Slope Failure (3383),,26.42608,94.398916,Rock,Slide,07 July 2025,2025-07-07,1,1
NA/KOH/83K02/2024/02,Nagaland,Kohima,Kigwema Village,Kigwema-Meluri road,25.6125,94.1272,Debris,Slide,06 July 2024,2024-07-06,1,1
NA/CHU/83G13/2024/01,Nagaland,Chumoukedima,Pagala Pahar landslide,NH-29,25.7853,93.8014,Debris,Slide,03 September 2024,2024-09-03,1,1
NA/WKH/83J8/2024/02,Nagaland,Wokha,Tchuyiro landslide,Tchuyiro colony,26.08945,94.264217,Earth/Soil,Slide,23 July 2024,2024-07-23,1,1
NL/KOH/83K02/2022/001,Nagaland,Kohima,Meriema landslide,NH-2/ Kohima-Wokha Highway,25.71711111,94.08561111,Earth/Soil,Slide,29 October 2017,2017-10-29,1,1
NL/KOH/83K02/2022/002,Nagaland,Kohima,Meriema village landslide,Inside Meriema village,25.712031,94.089791,Rock,Slide,12 September 2022,2022-09-12,1,1
NL/KOH/83K02/2022/003,Nagaland,Kohima,Chiesema,Chiesema,25.7491204,94.0804548,Debris,Slide,25 September 2022,2022-09-25,1,1
NL/KOH/83K02/2022/004,Nagaland,Kohima,New secretariat-Meriema road,New secretariat-Meriema road,25.7179491,94.0917724,Rock,Slide,28 September 2022,2022-09-28,1,1
NL/KOH/83G13/2022/005,Nagaland,Kohima,Piphema,NH29/Piphema,25.770055,93.937873,Debris,Slide,15 October 2022,2022-10-15,1,1
NL/KOH/83G13/2022/006,Nagaland,Kohima,Piphema,NH29/Piphema,25.771451,93.907041,Debris,Slide,30 September 2022,2022-09-30,1,1
NL/KOH/83K02/2022/010,Nagaland,Kohima,Piphema,Piphema,25.770064,93.937891,Debris,Slide,12 November 2022,2022-11-12,1,1
NL/KOH/83G13/2023/03,Nagaland,Kohima,Piphema,NH-29,25.76618333,93.94043611,Debris,Slide,08 September 2023,2023-09-08,1,1
NL/KOH/83K02/2023/19,Nagaland,Kohima,Khonoma,Jotsoma-Padi-Benreu road,25.66754722,94.08075278,Debris,Slide,02 October 2023,2023-10-02,1,1
NL/KOH/83K02/2023/58,Nagaland,Kohima,Kohima-Nuiland road,Kohima-Nuiland road,25.85442778,94.15844444,Debris,Slide,23 August 2018,2018-08-23,1,1
NL/KOH/83K02/2023/59,Nagaland,Kohima,Kohima-Nuiland road,Kohima-Nuiland road,25.857991,94.159346,Debris,Slide,23 August 2018,2018-08-23,1,1
NL/KOH/83K02/2024/003,Nagaland,Kohima,Kohima Slope Failure (NL/KOH/83K02/2024/003),NH-2/Tadubi,25.52036,94.1311201,Debris,Slide,01 June 2024,2024-06-01,1,1
NL/KOH/83K02/2024/004,Nagaland,Kohima,Kohima Slope Failure (NL/KOH/83K02/2024/004),NH-2/Khuzama,25.52164,94.13426,Debris,Slide,01 June 2024,2024-06-01,1,1
NL/KOH/83K02/2024/006,Nagaland,Kohima,Kohima Slope Failure (NL/KOH/83K02/2024/006),NH-2/Khuzama,25.525094,94.135798,Debris,Subsidence,01 June 2024,2024-06-01,1,1
NL/KOH/83K02/2024/007,Nagaland,Kohima,Kohima Slope Failure (NL/KOH/83K02/2024/007),NH-2/Khuzama,25.538422,94.136039,Debris,Slide,01 June 2024,2024-06-01,1,1
NL/KOH/83K02/2024/008,Nagaland,Kohima,Kohima Slope Failure (NL/KOH/83K02/2024/008),NH-2/Viswema,25.5651,94.1390034,Debris,Slide,01 June 2024,2024-06-01,1,1
NL/KOH/83K02/2024/009,Nagaland,Kohima,Kohima Slope Failure (NL/KOH/83K02/2024/009),NH-2/Viswema,25.6032619,94.1122188,Rock,Slide,01 June 2024,2024-06-01,1,1
NL/KOH/83K02/2024/010,Nagaland,Kohima,Kohima Slope Failure (NL/KOH/83K02/2024/010),NH-2/Phesema,25.62154,94.1122,Debris,Slide,01 June 2024,2024-06-01,1,1
NL/KOH/83K02/2024/011,Nagaland,Kohima,Kohima Slope Failure (NL/KOH/83K02/2024/011),NH-2/Phesema,25.6291966,94.10177,Debris,Slide,01 June 2024,2024-06-01,1,1
NL/KOH/83K02/2024/012,Nagaland,Kohima,Kohima Slope Failure (NL/KOH/83K02/2024/012),NH-2/Phesema,25.6387,94.10979,Debris,Slide,01 June 2024,2024-06-01,1,1
NL/KOH/83K02/2024/013,Nagaland,Kohima,Kohima Slope Failure (NL/KOH/83K02/2024/013),NH-2/Lerie,25.648759,94.10616,Debris,Slide,01 June 2024,2024-06-01,1,1
NL/MOK/83J07/2025/01,Nagaland,Mokokchung,Longnak landslide,NH-702D,26.45278,94.37526,Earth/Soil,Slide,08 July 2025,2025-07-08,1,1
NL/MOK/83J07/2025/02,Nagaland,Mokokchung,Merayim landslide,NH-702D,26.423137,94.382261,Earth/Soil,Slide,07 July 2025,2025-07-07,1,1
NL/MOK/83J07/2025/03,Nagaland,Mokokchung,Changki slide_1,NH-702D,26.42186,94.3852,Rock,Slide,07 July 2025,2025-07-07,1,1
NL/MOK/83J07/2025/04,Nagaland,Mokokchung,Changki slide_2,NH-702D,26.425346,94.387013,Rock,Slide,07 July 2025,2025-07-07,1,1
NL/MOK/83J07/2025/05,Nagaland,Mokokchung,Yimkum Slide,"NH-702D, Yimkum sector, Chungtia Village",26.383648,94.440751,Debris,Slide,29 July 2025,2025-07-29,1,1
NL/MOK/83J07/2025/06,Nagaland,Mokokchung,Razu slide,"NH-702D, Razu sector, Chungtia village",26.384347,94.443397,Debris,Slide,01 July 2024,2024-07-01,1,1
NL/MOK/83J07/2025/07,Nagaland,Mokokchung,Yimlang Slide,"NH-702D, Yimlang sector, Chungtia village",26.387181,94.444132,Rock,Slide,01 August 2025,2025-08-01,1,1
NL/MOK/83J07/2025/08,Nagaland,Mokokchung,Sabangya slide,"NH-702D, Sabangya sector, Chungtia village",26.379798,94.450751,Debris,Slide,07 July 2025,2025-07-07,1,1
NL/TSE/83K01/2025/01,Nagaland,Tseminyu,Terogvunyu Village,NH-2,25.88165,94.19023,Rock,Slide,19 January 2025,2025-01-19,1,1
NAG/ KOH/ 83K2/ 2015/02,Nagaland,Kohima,Near bridge,NH-29,25.73425,94.00119444,Debris,Subsidence,15 July 2015,2015-07-15,1,1
Nagaland/Kohima/83K- 02/2018/001,Nagaland,Kohima,Lower Para Medical Landslide,NH-29/ Lower Para Medical Colony,25.66772222,94.08908333,Debris,Subsidence,08 July 2018,2018-07-08,1,1
NL/DMR/83F-16/2019/01,Nagaland,Dimapur,Zhekhise Slide,Niuland,26.07256,93.928,Earth/Soil,Slide,09 May 2019,2019-05-09,1,1
SKM/EAS/78A12/2014/002,Sikkim,East Sikkim,6 km from Martam,0.5 km before Sikkim Supreme (On NH-31A),27.23772,88.51384,Debris,Slide,26 August 2014,2014-08-26,1,1
SK/ED/78A12/2017/01,Sikkim,East Sikkim,Pachey landslide near Pakyong Town,Pakyong-Machong Road near Pakyong,27.24144,88.60681,Debris,Fall,9 July 2017,2017-07-09,1,1
SK/EAS/78A11/2014/01,Sikkim,East Sikkim,Dhankutey dhara Slide,3km away from Rumtek on Rumtek - Martam road.,27.28408,88.54611,Earth/Soil,Slide,28 August 2013,2013-08-28,1,1
SKM/NOR/78A11/2014/007,Sikkim,North Sikkim,Tanek Rockslide,Tanek (On North-Sikkim High Way),27.4097,88.54371,Rock,Fall,24 June 2014,2014-06-24,1,1
SKM/NOR/78A11/2014/006,Sikkim,North Sikkim,Ambithang Landslide,Ambithang (On Rangrang- Mangan road ),27.48603,88.53269,Debris,Slide,8 July 2014,2014-07-08,1,1
SKM/NOR/78A10/2014/004,Sikkim,North Sikkim,Pakshek Landslide,Pakshek ( Mangan-Chungthang road on North highway),27.5091,88.53848,Rock,Slide,1 July 2014,2014-07-01,1,1
SKM/EAST/78A12/2015/002,Sikkim,East Sikkim,Kumrek landslide,Kumrek (On Rangpo-Kumrek road ),27.179,88.53313889,Rock,Slide,8 July 2015,2015-07-08,1,1
SKM/NORTH/78A11/2015/003,Sikkim,North Sikkim,Rangrang Landslide,Rangrang (On Mangan to Dikchu road ),27.46166,88.52341,Debris,Slide,1 June 2015,2015-06-01,1,1
SKM/EAST/78A11/2015/004,Sikkim,East Sikkim,Tumin Landslide,Tumin,27.33208,88.50902,Debris,Slide,11 July 2015,2015-07-11,1,1
State: Sikkim/District : West District/Toposheet: 78A/03/year: 2019,Sikkim,West District,Yuksom-Tsong Village landslide,"Yuksom in West Sikkim, local village road up to Tsong Village",27.36473056,88.23727778,Earth/Soil,Flow,16 September 2019,2019-09-16,1,1
SK/ES/78 A/07/2021/14,Sikkim,East Sikkim,Dikchu-Samdong road,Near Jurassic Park Sikkim,27.3699335,88.4859279,Rock-cum-Debris,Slide,23 August 2021,2021-08-23,1,1
SK/ES/78 A/11/2021/15,Sikkim,East Sikkim,Mangthang,Mangthang,27.2533846,88.5489504,Debris,Flow,22 August 2021,2021-08-22,1,1
SK/ES/78 A11/PB,Sikkim,East Sikkim,Pagla Bhir,Rumtek-Rice Valley road.,27.28666667,88.55347222,Rock-cum-Debris,Slide,27 August 2021,2021-08-27,1,1
SK/NS/78 A10/ Bop 1,Sikkim,North Sikkim,Bop Slide,Chungthang-Lachung Road,27.61936111,88.66131389,Rock,Slide,18 June 2021,2021-06-18,1,1
SK/ES/78 A11/IBP-I,Sikkim,East Sikkim,Indira Bye Pass -I,Indira Bye Pass Road,27.32888889,88.60777778,Rock,Slide,18 May 2021,2021-05-18,1,1
SK/ES/78 A11/2021/NPB-1,Sikkim,East Sikkim,Pagla Bhir slide,Rumtek-Sang Road through Martam Rice valley,27.28577778,88.5535,Debris,Slide,27 August 2021,2021-08-27,1,1
SKM/ Namchi/78 A07/2022/01,Sikkim,Namchi,Pathing Yang Yang Slide,Ravangla-Yang Yang Road via Pathing,27.30140833,88.3916,Rock-cum-Debris,Slide,18 November 2022,2022-11-18,1,1
SKM/ Soreng/78 A08/2022/01,Sikkim,Soreng,01/JR/Baiguney,Jorethang-Legship Road,27.14871944,88.28128889,Debris,Slide,20 November 2022,2022-11-20,1,1
SKM/ES/78 A11/2022/TVP-I1,Sikkim,East Sikkim,Tashi view point-II(TVP-II),"NH-10, Gangtok-Mangan highway",27.37211111,88.61671944,Debris,Slide,29 May 2022,2022-05-29,1,1
SKM/ES/78 A12/2022/Basnettgaon,Sikkim,Pakyong,Basnettgaon Landslide.,Old Pakyong Airport Road,27.24883333,88.60191667,Debris,Slide,10 October 2022,2022-10-10,1,1
SKM/ES/78 A12/2022/Kitgolai,Sikkim,Pakyong,Kitgolai Landslide,SH-717,27.21391667,88.60833333,Debris,Slide,25 August 2022,2022-08-25,1,1
SK/ES/78 A07/Sherwani 02,Sikkim,East Sikkim,Sherwani 02,Singtam-Sherwani road,27.24297222,88.47055556,Debris,Slide,15 June 2022,2022-06-15,1,1
SKM/MAN/78A11/11/2023,Sikkim,Mangan,South Dikchu,Dikchu-Makha Road,27.40251944,88.51868056,Debris,Slide,4 October 2023,2023-10-04,1,1
SI/GAN/78A07/2024/48,Sikkim,Gangtok District,Dipudara landslide,"NHPC Teesta-V, Singtam-Dikchu road",27.2525,88.4606,Rock,Slide,21 August 2024,2024-08-21,1,1
SI/MAN/78A11/2025/1,Sikkim,Mangan,Phensang Landslide,NH-310A,27.4432,88.6087,Debris,Slide,21 July 2024,2024-07-21,1,1
SI/GYA/78A03/2025/01,Sikkim,Gyalshing,Rimbi,"Upper Rimbi, Rimbi-Tingbrum Gram Panchayat",27.327977,88.152281,Debris,Slide,11 September 2025,2025-09-11,1,1
SI/GTK/78A11/2025/02,Sikkim,Gangtok District,Tintek Landslide,"SH, Tintek Village, Gangtok District, Sikkim",27.372611,88.541022,Debris,Slide,19 July 2025,2025-07-19,1,1
SKM-04/2012-13,Sikkim,East Sikkim,Rockse Slide 1,Panthang to Dikchu road,27.37441667,88.54505556,Rock,Slide,13 July 2012,2012-07-13,1,1
SKM-05/2012-13,Sikkim,East Sikkim,Rockse Slide 2,Panthang to Dikchu road,27.36977778,88.54466667,Rock,Slide,13 July 2012,2012-07-13,1,1
SKM-06/2012-13,Sikkim,North Sikkim,Pegong Slide,Mangan-Chungthang road,27.59027778,88.65394444,Debris,Slide,26 June 2012,2012-06-26,1,1
SKM-07/2012-13,Sikkim,North Sikkim,Theng Slide,On Mangan-Chungthang road,27.57502778,88.65402778,Debris,Slide,22 June 2012,2012-06-22,1,1
SKM-08/2012-13,Sikkim,North Sikkim,Tung Slide,On Mangan-Chungthang road,27.56111111,88.65452778,Debris,Slide,22 June 2012,2012-06-22,1,1
SKM-09/2012-13,Sikkim,North Sikkim,Rubom Slide,On Mangan-Chungthang road,27.52838889,88.59972222,Debris,Slide,22 June 2012,2012-06-22,1,1
SKM-10/2012-13,Sikkim,North Sikkim,Singik Slide,On Mangan-Chungthang road,27.56941667,88.65272222,Debris,Slide,22 June 2012,2012-06-22,1,1
